ID,Description,NES,pvalue,p.adjust,GeneRatio,BgRatio,geneID,geneName,Count,BG,Study,Freq,total_study,celltype,regulators,-log10(Padj),Study_1,Study_2,Cell_line
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,"POSITIVE REGULATION OF TRANSFORMING 
GROWTH FACTOR BETA PRODUCTION",1.915259453,0.00559738,0.081371441,Feb-93,21/17332,10159/657,ATP6AP2/BMPR1A,2,21,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.089527991,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_L_AMINO_ACID_TRANSPORT,L AMINO ACID TRANSPORT,0.74738751,0.006068182,0.084593875,Mar-93,69/17332,206358/6542/157724,SLC36A1/SLC7A2/SLC7A13,3,69,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,"POSITIVE REGULATION OF ALPHA 
BETA T CELL ACTIVATION",0.869603279,0.006068182,0.084593875,Mar-93,69/17332,5788/3123/3133,PTPRC/HLA-DRB1/HLA-E,3,69,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa04924,Renin secretion,1.095463382,0.006068182,0.084593875,Mar-93,69/17332,3778/3709/776,KCNMA1/ITPR2/CACNA1D,3,69,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
BIOCARTA_CTLA4_PATHWAY,CTLA4 PATHWAY,0.660458337,0.006135728,0.084593875,Feb-93,22/17332,3123/917,HLA-DRB1/CD3G,2,22,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,"MEMBRANE DEPOLARIZATION DURING CARDIAC 
MUSCLE CELL ACTION POTENTIAL",0.920259735,0.006135728,0.084593875,Feb-93,22/17332,7871/776,SLMAP/CACNA1D,2,22,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_SEX_DETERMINATION,SEX DETERMINATION,0.315740434,0.006135728,0.084593875,Feb-93,22/17332,5729/3643,PTGDR/INSR,2,22,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT,SYMPATHETIC NERVOUS SYSTEM DEVELOPMENT,0.583891914,0.006135728,0.084593875,Feb-93,22/17332,7976/8828,FZD3/NRP2,2,22,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_THYMIC_T_CELL_SELECTION,THYMIC T CELL SELECTION,0.698586187,0.006135728,0.084593875,Feb-93,22/17332,5788/917,PTPRC/CD3G,2,22,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.07266108,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_STEM_CELL_DIFFERENTIATION,STEM CELL DIFFERENTIATION,0.968658201,0.006263039,0.085795598,May-93,217/17332,5788/657/5156/57715/8828,PTPRC/BMPR1A/PDGFRA/SEMA4G/NRP2,5,217,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.066534994,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_DETECTION_OF_ABIOTIC_STIMULUS,DETECTION OF ABIOTIC STIMULUS,1.039198684,0.006502355,0.088506574,Apr-93,138/17332,9033/63982/51761/611,PKD2L1/ANO3/ATP8A2/OPN1SW,4,138,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.053024468,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
BIOCARTA_TH1TH2_PATHWAY,TH1TH2 PATHWAY,0.653736134,0.006696746,0.089443417,Feb-93,23/17332,3123/3459,HLA-DRB1/IFNGR1,2,23,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.048451619,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION,"POSITIVE REGULATION OF ALPHA 
BETA T CELL PROLIFERATION",0.692220177,0.006696746,0.089443417,Feb-93,23/17332,5788/3133,PTPRC/HLA-E,2,23,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.048451619,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_389948,PD-1 signaling,0.660458337,0.006696746,0.089443417,Feb-93,23/17332,3123/917,HLA-DRB1/CD3G,2,23,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.048451619,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,"POSITIVE REGULATION OF ERK1 
AND ERK2 CASCADE",0.743207561,0.007009889,0.092999217,May-93,223/17332,5788/3358/3123/27020/5156,PTPRC/HTR2C/HLA-DRB1/NPTN/PDGFRA,5,223,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.031520709,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,"IMMUNOGLOBULIN PRODUCTION INVOLVED IN 
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE",0.592910477,0.007093529,0.092999217,Mar-93,73/17332,5788/3123/1235,PTPRC/HLA-DRB1/CCR6,3,73,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.031520709,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,"NEGATIVE REGULATION OF INNATE 
IMMUNE RESPONSE",1.233047948,0.007093529,0.092999217,Mar-93,73/17332,3821/634/3133,KLRC1/CEACAM1/HLA-E,3,73,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.031520709,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_SYNAPSE_ORGANIZATION,SYNAPSE ORGANIZATION,0.958340072,0.007226016,0.093721376,Jul-93,418/17332,139065/1524/27020/9379/2554/3643/8828,SLITRK4/CX3CR1/NPTN/NRXN2/GABRA1/INSR/NRP2,7,418,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.028161344,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_ASTROCYTE_ACTIVATION,ASTROCYTE ACTIVATION,0.645649786,0.007280182,0.093721376,Feb-93,24/17332,3459/3949,IFNGR1/LDLR,2,24,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.028161344,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION,"POSITIVE REGULATION OF NEUROBLAST 
PROLIFERATION",0.684603702,0.007280182,0.093721376,Feb-93,24/17332,1524/7976,CX3CR1/FZD3,2,24,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.028161344,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_CALCIUM_ION_TRANSPORT,CALCIUM ION TRANSPORT,1.169985988,0.007786705,0.098549232,Jul-93,424/17332,5788/3358/9033/7223/27075/3709/776,PTPRC/HTR2C/PKD2L1/TRPC4/TSPAN13/ITPR2/CACNA1D,7,424,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.006346757,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_EXCITATORY_SYNAPSE_ASSEMBLY,EXCITATORY SYNAPSE ASSEMBLY,0.104413925,0.007885783,0.098549232,Feb-93,25/17332,27020/9379,NPTN/NRXN2,2,25,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.006346757,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"NEGATIVE REGULATION OF T 
CELL RECEPTOR SIGNALING PATHWAY",0.159930834,0.007885783,0.098549232,Feb-93,25/17332,634/5795,CEACAM1/PTPRJ,2,25,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.006346757,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,"REGULATION OF T CELL 
DIFFERENTIATION IN THYMUS",0.412434056,0.007885783,0.098549232,Feb-93,25/17332,3575/23240,IL7R/TMEM131L,2,25,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.006346757,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_2029485,"Role of phospholipids in 
phagocytosis",0.806573414,0.007885783,0.098549232,Feb-93,25/17332,3709/917,ITPR2/CD3G,2,25,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.006346757,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,"REGULATION OF INNATE IMMUNE 
RESPONSE",1.371509783,0.007957602,0.098868575,May-93,230/17332,5817/3821/634/135250/3133,PVR/KLRC1/CEACAM1/RAET1E/HLA-E,5,230,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,3,14,NKcells,neg,1.004941727,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_983170,"Antigen Presentation: Folding, assembly 
and peptide loading of 
class I MHC",5.132152383,6.04E-13,7.17E-10,Aug-95,25/17332,3107/3133/6892/6890/567/2923/3106/6891,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/TAP2,8,25,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,9.144307147,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,"ANTIGEN PROCESSING AND PRESENTATION 
OF ENDOGENOUS ANTIGEN",4.977951762,8.69E-13,7.17E-10,Aug-95,26/17332,3107/3133/6892/6890/567/3106/6891/9474,HLA-C/HLA-E/TAPBP/TAP1/B2M/HLA-B/TAP2/ATG5,8,26,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,9.144307147,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,"ANTIGEN PROCESSING AND PRESENTATION 
OF PEPTIDE ANTIGEN VIA 
MHC CLASS I",5.132152383,2.36E-12,1.30E-09,Aug-95,29/17332,3107/3133/6892/6890/567/2923/3106/6891,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/TAP2,8,29,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,8.887310011,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,"ANTIGEN PROCESSING AND PRESENTATION 
OF ENDOGENOUS PEPTIDE ANTIGEN",4.975108149,5.67E-12,2.34E-09,Jul-95,19/17332,3107/3133/6892/6890/567/3106/6891,HLA-C/HLA-E/TAPBP/TAP1/B2M/HLA-B/TAP2,7,19,2024_CELL_Li_COLO205_NK,4,14,NKcells,neg,8.630815608,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,"ANTIGEN PROCESSING AND PRESENTATION 
OF PEPTIDE ANTIGEN",5.162267489,5.63E-11,1.86E-08,Sep-95,63/17332,3107/3133/6892/6890/567/2923/3106/6891/7189,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/TAP2/TRAF6,9,63,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,7.731041939,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,ANTIGEN PROCESSING AND PRESENTATION,5.188494924,3.42E-10,9.42E-08,Oct-95,107/17332,3107/3133/6892/6890/567/2923/3106/6891/9474/7189,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/TAP2/ATG5/TRAF6,10,107,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,7.026175229,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
KEGG_hsa04612,Antigen processing and presentation,5.16041135,4.05E-10,9.56E-08,Sep-95,78/17332,3107/3133/6892/6890/567/2923/3106/6891/5721,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/TAP2/PSME2,9,78,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,7.019567805,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
KEGG_hsa05169,Epstein-Barr virus infection,5.180800912,1.06E-09,2.19E-07,Dec-95,202/17332,3107/3133/6892/6890/567/2923/3106/841/6891/7189/11047/10379,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/CASP8/TAP2/TRAF6/ADRM1/IRF9,12,202,2024_CELL_Li_COLO205_NK,4,14,NKcells,neg,6.659392329,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
REACTOME_1236974,ER-Phagosome pathway,5.16041135,1.64E-09,3.01E-07,Sep-95,91/17332,3107/3133/6892/6890/567/2923/3106/6891/5721,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/TAP2/PSME2,9,91,2024_CELL_Li_COLO205_NK,4,14,NKcells,neg,6.520758493,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
KEGG_hsa05170,"Human immunodeficiency virus 1 
infection",4.983273604,1.84E-09,3.04E-07,Dec-95,212/17332,3107/3133/6892/6890/567/2923/3106/841/6891/7189/1174/8907,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/CASP8/TAP2/TRAF6/AP1S1/AP1M1,12,212,2024_CELL_Li_COLO205_NK,5,14,NKcells,neg,6.516885418,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
REACTOME_1236977,Endosomal/Vacuolar pathway,3.066346876,2.71E-07,4.07E-05,Apr-95,11/17332,3107/3133/567/3106,HLA-C/HLA-E/B2M/HLA-B,4,11,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,4.390047969,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
KEGG_hsa05168,"Herpes simplex virus 1 
infection",5.446106877,5.16E-07,7.10E-05,14/95,497/17332,3107/3133/6892/6890/567/2923/3106/841/6891/7189/7594/3460/10379/342909,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/CASP8/TAP2/TRAF6/ZNF43/IFNGR2/IRF9/ZNF284,14,497,2024_CELL_Li_COLO205_NK,5,14,NKcells,neg,4.148788333,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
KEGG_hsa05163,Human cytomegalovirus infection,5.140766173,3.98E-06,0.000505938,Sep-95,225/17332,3107/3133/6892/6890/567/2923/3106/841/6891,HLA-C/HLA-E/TAPBP/TAP1/B2M/PDIA3/HLA-B/CASP8/TAP2,9,225,2024_CELL_Li_COLO205_NK,6,14,NKcells,neg,3.295902566,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB,"ANTIGEN PROCESSING AND PRESENTATION 
OF PEPTIDE ANTIGEN VIA 
MHC CLASS IB",3.088644953,5.50E-06,0.00064807,Mar-95,7/17332,3133/567/6891,HLA-E/B2M/TAP2,3,7,2024_CELL_Li_COLO205_NK,4,14,NKcells,neg,3.188377919,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
REACTOME_2172127,DAP12 interactions,3.066346876,6.92E-06,0.000762118,Apr-95,23/17332,3107/3133/567/3106,HLA-C/HLA-E/B2M/HLA-B,4,23,2024_CELL_Li_COLO205_NK,1,14,NKcells,neg,3.117977769,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
REACTOME_877300,Interferon gamma signaling,2.998843793,7.64E-06,0.000787978,Jun-95,86/17332,3107/3133/567/3106/3460/10379,HLA-C/HLA-E/B2M/HLA-B/IFNGR2/IRF9,6,86,2024_CELL_Li_COLO205_NK,5,14,NKcells,neg,3.103485945,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY,"ANTIGEN PROCESSING AND PRESENTATION 
OF ENDOGENOUS PEPTIDE ANTIGEN 
VIA MHC CLASS I 
VIA ER PATHWAY",2.742747134,8.76E-06,0.000850531,Mar-95,8/17332,3107/3133/3106,HLA-C/HLA-E/HLA-B,3,8,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,3.070309999,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
REACTOME_164940,"Nef mediated downregulation of 
MHC class I complex 
cell surface expression",0.983008249,2.55E-05,0.002338682,Mar-95,11/17332,567/1174/8907,B2M/AP1S1/AP1M1,3,11,2024_CELL_Li_COLO205_NK,1,14,NKcells,neg,2.631028885,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,"POSITIVE REGULATION OF ADAPTIVE 
IMMUNE RESPONSE",2.244260239,4.02E-05,0.003496135,Jun-95,115/17332,3133/567/3106/56941/7189/7037,HLA-E/B2M/HLA-B/HMCES/TRAF6/TFRC,6,115,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,2.456411806,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,"POSITIVE REGULATION OF LYMPHOCYTE 
MEDIATED IMMUNITY",2.244260239,4.43E-05,0.003659544,Jun-95,117/17332,3133/567/3106/56941/7189/7037,HLA-E/B2M/HLA-B/HMCES/TRAF6/TFRC,6,117,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,2.436573041,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,"ANTIGEN PROCESSING AND PRESENTATION 
OF EXOGENOUS PEPTIDE ANTIGEN",2.761361719,5.42E-05,0.003989748,Apr-95,38/17332,3133/6890/567/7189,HLA-E/TAP1/B2M/TRAF6,4,38,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,2.39905452,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
BIOCARTA_MHC_PATHWAY,MHC PATHWAY,3.337767679,5.56E-05,0.003989748,Mar-95,14/17332,6890/567/6891,TAP1/B2M/TAP2,3,14,2024_CELL_Li_COLO205_NK,4,14,NKcells,neg,2.39905452,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,"ANTIGEN PROCESSING AND PRESENTATION 
VIA MHC CLASS IB",3.088644953,5.56E-05,0.003989748,Mar-95,14/17332,3133/567/6891,HLA-E/B2M/TAP2,3,14,2024_CELL_Li_COLO205_NK,4,14,NKcells,neg,2.39905452,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_BODY_MORPHOGENESIS,BODY MORPHOGENESIS,1.402669818,0.000106238,0.007308279,Apr-95,45/17332,28982/5083/642658/55764,FLVCR1/PAX9/SCX/IFT122,4,45,2024_CELL_Li_COLO205_NK,1,14,NKcells,neg,2.136184895,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,"POSITIVE REGULATION OF LEUKOCYTE 
MEDIATED IMMUNITY",2.244260239,0.000115569,0.007632199,Jun-95,139/17332,3133/567/3106/56941/7189/7037,HLA-E/B2M/HLA-B/HMCES/TRAF6/TFRC,6,139,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,2.117350326,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,"ANTIGEN PROCESSING AND PRESENTATION 
OF EXOGENOUS ANTIGEN",2.761361719,0.000126119,0.008008554,Apr-95,47/17332,3133/6890/567/7189,HLA-E/TAP1/B2M/TRAF6,4,47,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,2.096445898,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX,"PEPTIDE ANTIGEN ASSEMBLY WITH 
MHC PROTEIN COMPLEX",2.214827337,0.000169967,0.01039317,Mar-95,20/17332,6892/567/2923,TAPBP/B2M/PDIA3,3,20,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,1.983251985,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
KEGG_hsa04145,Phagosome,4.395234077,0.000188444,0.011111485,Jun-95,152/17332,3107/3133/6890/3106/6891/7037,HLA-C/HLA-E/TAP1/HLA-B/TAP2/TFRC,6,152,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,1.954227879,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,"REGULATION OF INNATE IMMUNE 
RESPONSE",2.11528831,0.00027153,0.015458497,Jul-95,230/17332,3133/3106/84166/841/7189/57663/10432,HLA-E/HLA-B/NLRC5/CASP8/TRAF6/USP29/RBM14,7,230,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,1.81083273,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,"POSITIVE REGULATION OF T 
CELL MEDIATED IMMUNITY",1.960902757,0.000306057,0.01684334,Apr-95,59/17332,3133/567/3106/7189,HLA-E/B2M/HLA-B/TRAF6,4,59,2024_CELL_Li_COLO205_NK,4,14,NKcells,neg,1.773571777,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
KEGG_hsa05416,Viral myocarditis,2.783209962,0.000326551,0.017223472,Apr-95,60/17332,3107/3133/3106/841,HLA-C/HLA-E/HLA-B/CASP8,4,60,2024_CELL_Li_COLO205_NK,1,14,NKcells,neg,1.763879302,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,"REGULATION OF PRODUCTION OF 
MOLECULAR MEDIATOR OF IMMUNE 
RESPONSE",2.370935769,0.000333829,0.017223472,Jun-95,169/17332,3133/567/56941/9474/7189/7037,HLA-E/B2M/HMCES/ATG5/TRAF6/TFRC,6,169,2024_CELL_Li_COLO205_NK,1,14,NKcells,neg,1.763879302,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,"REGULATION OF LYMPHOCYTE MEDIATED 
IMMUNITY",2.244260239,0.000402142,0.020119266,Jun-95,175/17332,3133/567/3106/56941/7189/7037,HLA-E/B2M/HLA-B/HMCES/TRAF6/TFRC,6,175,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,1.696387867,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_PROTECTION_FROM_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,"PROTECTION FROM NATURAL KILLER 
CELL MEDIATED CYTOTOXICITY",1.281023013,0.00043959,0.021345989,Feb-95,6/17332,3133/3106,HLA-E/HLA-B,2,6,2024_CELL_Li_COLO205_NK,1,14,NKcells,neg,1.670683722,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
REACTOME_909733,Interferon alpha/beta signaling,2.710549047,0.000527442,0.024880181,Apr-95,68/17332,3107/3133/3106/10379,HLA-C/HLA-E/HLA-B/IRF9,4,68,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,1.604146462,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,"POSITIVE REGULATION OF PRODUCTION 
OF MOLECULAR MEDIATOR OF 
IMMUNE RESPONSE",2.234592072,0.000556355,0.025515062,May-95,122/17332,3133/567/56941/7189/7037,HLA-E/B2M/HMCES/TRAF6/TFRC,5,122,2024_CELL_Li_COLO205_NK,3,14,NKcells,neg,1.593203367,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,"POSITIVE REGULATION OF T 
CELL MEDIATED CYTOTOXICITY",1.786788613,0.000581758,0.025526773,Mar-95,30/17332,3133/567/3106,HLA-E/B2M/HLA-B,3,30,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,1.593004087,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,"REGULATION OF ADAPTIVE IMMUNE 
RESPONSE",2.244260239,0.000587533,0.025526773,Jun-95,188/17332,3133/567/3106/56941/7189/7037,HLA-E/B2M/HLA-B/HMCES/TRAF6/TFRC,6,188,2024_CELL_Li_COLO205_NK,2,14,NKcells,neg,1.593004087,2024_CELL_Li_COLO205_NK,2024_CELL_Li_COLO205,CRC
