"id","HumanGene"
"Gm5485","C3orf85"
"Gm20741","KRTAP13-3"
"Pnpla1","PNPLA1"
"Ly6g6f","LY6G6F"
"Sfta2","SFTA2"
"Spink14","SPINK14"
"Spink6","SPINK6"
"Spink11","SPINK9"
"Eno1b","ENO1"
"Tmem262","TMEM262"
"Nsa2-ps1","NSA2"
"Cyp2c68","CYP2C19"
"Acsl5","ACSL5"
"Khdc1c","KHDC1L"
"Nms","NMS"
"Mettl21c","METTL21C"
"Sgpp2","SGPP2"
"Teddm1b","TEDDM1"
"Creg1","CREG1"
"Ccdc185","CCDC185"
"Gm13420","PRRT1B"
"Gm13547","GOLGA8S"
"Jmjd7","JMJD7"
"AA467197","C15orf48"
"Syndig1","SYNDIG1"
"Wfdc6b","EPPIN-WFDC6"
"Maml3","MAML3"
"Kprp","KPRP"
"I830077J02Rik","C1orf162"
"Gimd1","GIMD1"
"Ankrd13c","ANKRD13C"
"Akirin2","AKIRIN2"
"Spag8","SPAG8"
"Ncbp1","NCBP1"
"Llph-ps1","LLPH"
"Frg2f1","FRG2"
"Hdac1","HDAC1"
"Trim63","TRIM63"
"Micos10","MICOS10"
"Pramel31","PRAMEF1"
"Zfp992","ZNF34"
"Zfp268","ZNF268"
"Zfp985","ZNF34"
"Rnf207","RNF207"
"Pusl1","PUSL1"
"Nom1","NOM1"
"Grxcr1","GRXCR1"
"Ociad2","OCIAD2"
"Lrrc8b","LRRC8B"
"Pigg","PIGG"
"Mn1","MN1"
"Fam222a","FAM222A"
"Dnaaf5","DNAAF5"
"Tmem178b","TMEM178B"
"Vmn1r7","VN1R4"
"Igkv12-47","IGKV6-21"
"Igkv8-28","IGKV4-1"
"Igkv8-27","IGKV4-1"
"Gm5576","EIF4A3"
"Nat8b-ps","NAT8"
"Eif4a3l2","EIF4A3"
"Sult2a4","SULT2A1"
"Pnma8b","PNMA8B"
"Ccdc8","CCDC8"
"Eid2b","EID2B"
"Gm5591","C2orf78"
"Gm5592","C2orf78"
"Zfp141","ZNF816"
"Zfp975","ZNF101"
"Fam169b","FAM169B"
"Slc28a1","SLC28A1"
"Whamm","WHAMM"
"Lrrc32","LRRC32"
"Trim34b","TRIM6-TRIM34"
"Trim30c","TRIM5"
"Iqck","IQCK"
"Ppp1ccb","PPP1CC"
"Rexo5","REXO5"
"Trim72","TRIM72"
"Sult2a5","SULT2A1"
"Sox1ot","SOX1-OT"
"Tmem221","TMEM221"
"Nlrc5","NLRC5"
"Zfp560","ZNF560"
"Gm5616","SNU13"
"Gm5617","C11orf71"
"Dppa5a","DPPA5"
"Lsmem2","LSMEM2"
"Amt","AMT"
"Iho1","IHO1"
"BC048562","C3orf84"
"Fbxw20","FBXW12"
"Sp140","SP140"
"Psg20","CEACAM4"
"Slc22a28","SLC22A25"
"Fthl17b","FTHL17"
"Fthl17f","FTHL17"
"Akap14","AKAP14"
"Rhox4c","RHOXF2"
"Rhox2d","RHOXF2"
"Rhox10","RHOXF1"
"Ccdc160","CCDC160"
"Ldoc1","LDOC1"
"Xlr4a","FAM9B"
"Pwwp4c","PWWP4"
"Smim9","SMIM9"
"Mageb4","MAGEB2"
"Shisa8","SHISA8"
"Krtap1-3","KRTAP1-1"
"Krtap4-16","KRTAP4-3"
"Krtap9-5","KRTAP9-1"
"Ighv12-3","IGHV4-34"
"Eif1ad7","EIF1AY"
"Serpinb6e","SERPINB6"
"Atp6ap1l","ATP6AP1L"
"Dusp29","DUSP29"
"Glyatl3","GLYATL3"
"Adgrf2","ADGRF2"
"Gm5698","ALYREF"
"Rufy4","RUFY4"
"Fcrlb","FCRLB"
"Shf","SHF"
"Tnni3k","TNNI3K"
"Cnbd1","CNBD1"
"Gm13271","IFNW1"
"Cyp4a30b","CYP4A11"
"Ldlrad2","LDLRAD2"
"Aadacl4","AADACL4"
"Slc2a7","SLC2A7"
"Tmprss11c","TMPRSS11CP"
"Clec2f","CLEC2A"
"Lrp3","LRP3"
"Hbb-bh2","HBB"
"Dnaaf3","DNAAF3"
"Ces2h","CES2"
"Cibar2","CIBAR2"
"Gpr62","GPR62"
"Btg1b","BTG1"
"Foxr2","FOXR2"
"Gpr31b","GPR31"
"Trav14-1","TRAV23DV6"
"Trav15d-1-dv6d-1","TRDV1"
"Trav9-2","TRAV8-3"
"Try10","PRSS1"
"Trav6-2","TRAV9-2"
"Trav15-2-dv6-2","TRDV1"
"Gm5773","SPOP"
"Snora74a","SNORA74A"
"Arhgef15","ARHGEF15"
"Rab44","RAB44"
"Ccin","CCIN"
"Defb22","DEFB126"
"Nup85","NUP85"
"Nlrp4e","NLRP4"
"Xrra1","XRRA1"
"Znhit3","ZNHIT3"
"Fbxl7","FBXL7"
"Zfp960","ZNF101"
"Zfp213","ZNF213"
"Snord15a","SNORD15A"
"Snord15b","SNORD15B"
"Gsdma3","GSDMA"
"Clec4a4","CLEC4A"
"Zbtb9","ZBTB9"
"Smim40","SMIM40"
"Itlnb","ITLN1"
"Taar3","TAAR3P"
"Calm5","CALML5"
"Cbx6","CBX6"
"Armcx5","ARMCX5"
"Apcdd1","APCDD1"
"Taar8c","TAAR8"
"Rnase13","RNASE13"
"Xkr4","XKR4"
"Rnase12","RNASE12"
"Rnase11","RNASE11"
"Defa23","DEFA1"
"Acd","ACD"
"Defa24","DEFA1"
"Klri1","KLRC4"
"Taar9","TAAR9"
"Zdhhc18","ZDHHC18"
"Ang5","ANG"
"Ear14","RNASE2"
"Chrna10","CHRNA10"
"Npcd","NPTXR"
"Ccl26","CCL26"
"Cfap74","CFAP74"
"Tbc1d32","TBC1D32"
"Krtap10-10","KRTAP10-7"
"Glipr1l3","GLIPR1L1"
"Olfr765","OR2AP1"
"Tug1","TUG1"
"Hbq1b","HBQ1"
"Myh13","MYH13"
"Gsg1l2","GSG1L2"
"Tmem92","TMEM92"
"Arhgap27","ARHGAP27"
"Eif1ad2","EIF1AY"
"Ighv5-9","IGHV8-51-1"
"Zkscan4","ZKSCAN4"
"Serpinb9h","SERPINB9"
"Iqgap2","IQGAP2"
"Bdp1","BDP1"
"Wdfy4","WDFY4"
"Wdr70","WDR70"
"Cyp2d11","CYP2D6"
"Tdg-ps","TDG"
"CN725425","C12orf40"
"Fam186b","FAM186B"
"Kalrn","KALRN"
"Baiap3","BAIAP3"
"Arsi","ARSI"
"Gal3st3","GAL3ST3"
"Ms4a15","MS4A15"
"Cyp2c67","CYP2C19"
"Hpse2","HPSE2"
"Cfhr2","CFHR3"
"Hmcn1","HMCN1"
"Sh2d1b2","SH2D1B"
"Rbm8a2","RBM8A"
"Cep170","CEP170"
"Catspere2","CATSPERE"
"Ccdc141","CCDC141"
"Zfp345","ZNF101"
"Scrt2","SCRT2"
"Defb28","DEFB115"
"Arhgap40","ARHGAP40"
"Tubb1","TUBB1"
"Zfp973","ZNF699"
"Erich6","ERICH6"
"Gm5849","S100A9"
"Lce3a","LCE3B"
"Ankrd34a","ANKRD34A"
"Ptpn3","PTPN3"
"Gm13283","IFNW1"
"Gm13276","IFNW1"
"Gm13275","IFNW1"
"Gm13287","IFNW1"
"Pramel17","PRAMEF1"
"Shisal2a","SHISAL2A"
"Gm13043","PRAMEF18"
"Mterf1a","MTERF"
"Slc10a4-ps","SLC10A4"
"Tmem233","TMEM233"
"Pilrb2","PILRB"
"Cyp2w1","CYP2W1"
"Zar1l","ZAR1L"
"Igkv14-111","IGKV1-12"
"Igkv5-45","IGKV6-21"
"Igkv12-44","IGKV1-13"
"Mansc4","MANSC4"
"Ptprh","PTPRH"
"Zscan4d","ZSCAN4"
"Psg27","CEACAM21"
"Zfp607a","ZNF780A"
"Cers3","CERS3"
"Spag11b","SPAG11B"
"Adam39","ADAM20"
"Mast3","MAST3"
"Ubtfl1","UBTFL1"
"Wdr72","WDR72"
"Fbxw25","FBXW12"
"Fbxw18","FBXW12"
"Gm5923","SPIN2B"
"Gm5934","SYCP3"
"Gm5935","SYCP3"
"Pwwp4d","PWWP4"
"Prrg1","PRRG1"
"Gm11555","KRTAP4-7"
"Tmem235","TMEM235"
"Klhl33","KLHL33"
"Ube2d4","UBE2D4"
"Klhdc7b","KLHDC7B"
"Gm5965","KRTAP13-3"
"Cyp26c1","CYP26C1"
"Calhm1","CALHM1"
"Etv3l","ETV3L"
"Ldlrad1","LDLRAD1"
"AAdacl4fm3","AADACL4"
"Cfap73","CFAP73"
"Iqcf2","IQCF2"
"B020011L13Rik","ZNF775"
"Trim43a","TRIM43"
"H2al1k","H2AL1RP"
"H2al1e","H2AL1RP"
"Zc3h12b","ZC3H12B"
"H2al2c","H2AL1RP"
"Parp14","PARP14"
"Trav13n-3","TRAV22"
"Trav16d-dv11","TRAV19"
"Trav14-3","TRAV23DV6"
"Trav7-3","TRAV12-1"
"Trav15n-2","TRDV1"
"Trav18","TRAV27"
"Trav19","TRAV29DV5"
"Btnl2","BTNL2"
"Arid3c","ARID3C"
"Ugt2a2","UGT2A2"
"Rtl8b","RTL8C"
"Methig1","METTL7A"
"Gpr17","GPR17"
"Insyn2b","INSYN2B"
"Pwwp4a","PWWP4"
"Pwwp4b","PWWP4"
"Tas2r137","TAS2R3"
"Serinc4","SERINC4"
"Zmynd15","ZMYND15"
"Psg26","CEACAM21"
"Xlr3b","FAM9B"
"Xlr5a","FAM9B"
"Tceal3","TCEAL3"
"Ndufs5","NDUFS5"
"Gsk3a","GSK3A"
"Otx2os1","OTX2-AS1"
"Ugt1a8","UGT1A10"
"Rtl4","RTL4"
"Rfx8","RFX8"
"Cldn34b4","CLDN34"
"Ccdc194","CCDC194"
"Tmem253","TMEM253"
"Muc3a","MUC3A"
"Zfp872","ZNF490"
"Zfp551","ZNF551"
"Taf7l2","TAF7L"
"Tnfsfm13","TNFSF12-TNFSF13"
"Defb42","DEFB136"
"Gal3st2c","GAL3ST2"
"Zcchc17","ZCCHC17"
"Klf14","KLF14"
"Igkv5-48","IGKV6-21"
"Ighv1-72","IGHV1-18"
"Igkv12-41","IGKV1-13"
"Gm6121","SYCP3"
"Igkv5-39","IGKV6-21"
"Igkv18-36","IGKV3OR2-268"
"Igkv8-34","IGKV4-1"
"Siglec15","SIGLEC15"
"Igkv8-26","IGKV4-1"
"Gpr52","GPR52"
"Dcpp3","ZG16B"
"Cntnap5c","CNTNAP5"
"Trav6n-6","TRAV9-2"
"Alkal1","ALKAL1"
"Igkv8-21","IGKV4-1"
"Zfp963","ZNF669"
"Nalf2","NALF2"
"Gm13889","C11orf96"
"Lcn6","LCN6"
"Gm12695","C1orf87"
"AI429214","C8orf48"
"Nhlrc4","NHLRC4"
"Aldh3b2","ALDH3B2"
"Cldn20","CLDN20"
"Psme2b","PSME2"
"Nutf2-ps2","NUTF2"
"Rhox3f","RHOXF2"
"H2ac21","H2AC20"
"Tmem170b","TMEM170B"
"Triml2","TRIML2"
"Cyp3a57","CYP3A4"
"Kctd21","KCTD21"
"Akr1c12","AKR1C1"
"Ccdc107","CCDC107"
"Mcidas","MCIDAS"
"Arhgef26","ARHGEF26"
"Ripply1","RIPPLY1"
"Spocd1","SPOCD1"
"Majin","MAJIN"
"Gm10318","KRTAP10-7"
"Tmem200c","TMEM200C"
"Ccdc17","CCDC17"
"Zfp827","ZNF827"
"Msantd5","MSANTD5"
"Krtap20-2","KRTAP20-1"
"Fscb","FSCB"
"Prr19","PRR19"
"Prr23a1","C3orf56"
"Prr23a2","C3orf56"
"Tmem200b","TMEM200B"
"Dok6","DOK6"
"Faiml","FAIM"
"Rad54b","RAD54B"
"Prlh","PRLH"
"Nme9","NME9"
"Lipt1","LIPT1"
"Gm14137","C15orf62"
"Gm15753","SP110"
"H2ab2","H2AB1"
"Angptl8","ANGPTL8"
"Clrn2","CLRN2"
"Pramel40","PRAMEF1"
"Morf4l1-ps1","MORF4L1"
"Btnl6","BTNL3"
"Gm6525","RPL36AL"
"Tdg-ps2","TDG"
"Cks1brt","CKS1B"
"Lekr1","LEKR1"
"Rgs21","RGS21"
"H2ab3","H2AB1"
"C4a","C4B"
"Slc38a6","SLC38A6"
"Gpx4","GPX4"
"Tmem236","TMEM236"
"H3f3c","HIST2H3C"
"Usp17le","USP17L1"
"Cldn34c2","CLDN34"
"Gml","GML"
"Bloc1s2-ps","BLOC1S2"
"Fam43b","FAM43B"
"Ankrd31","ANKRD31"
"Vmn1r1","VN1R17P"
"Zfp987","ZNF34"
"Wdr93","WDR93"
"Zfp951","ZNF101"
"Potefam3e","POTEB"
"Trdv5","TRDV3"
"Gbp10","GBP6"
"Rgs22","RGS22"
"Apol11a","APOL1"
"Defa28","DEFA1"
"Defa26","DEFA1"
"Gm14322","ZNF101"
"Gm6710","ZNF442"
"Klk13","KLK13"
"Zfp971","ZNF101"
"Gm11992","C7orf57"
"Pramel28","PRAMEF1"
"Pramel14","PRAMEF1"
"Pramel30","PRAMEF1"
"Pramel15","PRAMEF1"
"Zfp800","ZNF800"
"Xlr5b","FAM9B"
"Aadacl4fm2","AADACL4"
"Trav1","TRAV1-1"
"Syndig1l","SYNDIG1L"
"Insyn2a","INSYN2A"
"Trav7d-5","TRAV12-1"
"Trav9-1","TRAV8-3"
"Trav6d-3","TRAV9-2"
"Lrrc74a","LRRC74A"
"Ptchd4","PTCHD4"
"Trav17","TRAV8-3"
"Trdv1","TRAV34"
"Dnah7a","DNAH7"
"Trmt112-ps2","TRMT112"
"Ighv5-12-4","IGHV8-51-1"
"Fbxo39","FBXO39"
"Anapc15-ps","ANAPC15"
"Igkv2-109","IGKV2-28"
"Zfp970","ZNF101"
"S100a2","S100A2"
"Ctag2l1","CTAG1A"
"Ctag2l2","CTAG1A"
"Vmn1r68","VN1R2"
"Ighv1-34","IGHV1-18"
"Phf11","PHF11"
"Phf11c","PHF11"
"Zfp997","ZNF14"
"Hs3st4","HS3ST4"
"Gm11437","C17orf78"
"Otogl","OTOGL"
"Serpina3i","SERPINA3"
"Zfp953","ZNF727"
"Fam124a","FAM124A"
"Defb23","DEFB129"
"Ctxn3","CTXN3"
"Sult2a3","SULT2A1"
"Sult2a6","SULT2A1"
"Heatr9","HEATR9"
"Dact3","DACT3"
"Mroh8","MROH8"
"Mageb5b","MAGEB5"
"Spint3","SPINT3"
"Wfdc9","WFDC9"
"Wfdc10","WFDC10A"
"Wfdc11","WFDC11"
"Ighv9-2","IGHV7-4-1"
"Ighv7-3","IGHV3OR15-7"
"Ighv3-4","IGHV4-34"
"Ighv8-2","IGHV2OR16-5"
"Krtap1-4","KRTAP1-5"
"Ighv8-4","IGHV2OR16-5"
"Ighv8-6","IGHV2OR16-5"
"Gm14303","RPS29"
"Lin52-ps","LIN52"
"Cd300ld2","CD300LF"
"Trav7-5","TRAV12-1"
"Trav12-1","TRAV18"
"Cd101","CD101"
"Smim40-ps","SMIM40"
"Trav14d-1","TRAV23DV6"
"Trav9-4","TRAV8-3"
"Dcpp2","ZG16B"
"2010315B03Rik","ZNF101"
"Ang6","ANG"
"Lce3d","LCE3B"
"Ssxb8","SSX1"
"Fam90a1b","CXorf58"
"Cyp4f40","CYP4F11"
"Catspere1","CATSPERE"
"Gm7072","ZNF34"
"Gm7073","CXorf66"
"Fer1l6","FER1L6"
"Rnf7l","RNF7"
"Cdr1","CDR1"
"Btnl4","BTNL3"
"Ighv7-4","IGHV3OR15-7"
"Marchf10","MARCHF10"
"Dmrtc1b","DMRTC1B"
"Erich4","ERICH4"
"Rergl","RERGL"
"Rbm46","RBM46"
"Ighv3-5","IGHV4-28"
"Ighv5-16","IGHV8-51-1"
"Tmem267","TMEM267"
"Trav5-1","TRAV13-1"
"Ak9","AK9"
"Trav7-2","TRAV12-1"
"Trav14d-3-dv8","TRAV23DV6"
"Ftl1-ps1","FTL"
"Gm7137","KRTAP10-7"
"Gbp11","GBP6"
"Susd1","SUSD1"
"Gm7145","ZNF658"
"Defa38","DEFA4"
"CK137956","C1orf94"
"Usp51","USP51"
"Cldn34a","CLDN34"
"Naaladl2","NAALADL2"
"Cfap47","CFAP47"
"Trav7n-4","TRAV12-1"
"Rhox4f","RHOXF2"
"Ighv9-4","IGHV7-4-1"
"Ighv8-11","IGHV2OR16-5"
"Zfp964","ZNF44"
"Cntnap5a","CNTNAP5"
"Trim71","TRIM71"
"Iqcn","IQCN"
"Tex13c1","TEX13C"
"Sycp2l","SYCP2L"
"Nlrp1b","NLRP1"
"Aurkc-ps","AURKC"
"Sult2a7","SULT2A1"
"Sbpl","ZG16B"
"Trav13-2","TRAV22"
"Mgam2-ps","MGAM2"
"Exoc1l","EXOC1L"
"Aadacl2","AADACL2"
"Trav13d-4","TRAV22"
"Skint1","SKINT1L"
"Trav11d","TRAV10"
"Igkv8-16","IGKV4-1"
"Ighv8-5","IGHV2OR16-5"
"Sptbn5","SPTBN5"
"Gm7298","PZP"
"Tgm7","TGM7"
"Trav13d-1","TRAV22"
"Ighv5-9-1","IGHV8-51-1"
"Nrbf2","NRBF2"
"Pinlyp","PINLYP"
"Spint5","SPINT5P"
"Tomm40l","TOMM40L"
"Tmem243","TMEM243"
"Gm7324","RBMX"
"Mymx","MYMX"
"Defb26","DEFB125"
"Defb43","DEFB131A"
"Defb25","DEFB124"
"Defb18","DEFB113"
"Kncn","KNCN"
"Defb47","DEFB130"
"Tctn1","TCTN1"
"Hhla1","HHLA1"
"Sdr39u1","SDR39U1"
"Zfp784","ZNF784"
"Angptl7","ANGPTL7"
"Smco3","SMCO3"
"Gcnt7","GCNT7"
"Ankrd37","ANKRD37"
"Trav12-3","TRAV18"
"Rhox4g","RHOXF2"
"Gm44505","ZFP91"
"Dux","DUX4L1"
"Ctcfl","CTCFL"
"Skor2","SKOR2"
"Slx","SYCP3"
"Nova1","NOVA1"
"Tmem238","TMEM238"
"Isoc2a","ISOC2"
"Gm14391","ZNF442"
"Gm13841","RPL29"
"Col6a5","COL6A5"
"Cyp2j8","CYP2J2"
"Tnik","TNIK"
"Sec14l5","SEC14L5"
"Srp54b","SRP54"
"Clec2l","CLEC2L"
"Gm7536","RPL27A"
"Gm14326","ZNF442"
"Plb1","PLB1"
"Vmn1r224","VN1R2"
"Mthfd2l","MTHFD2L"
"Gm7694","C1orf226"
"H2bc23","H2BC13"
"Hmcn2","HMCN2"
"Gm7762","ZNF700"
"Bod1l","BOD1L1"
"Zscan4b","ZSCAN4"
"Pramel35","PRAMEF1"
"Krtap4-1","KRTAP4-3"
"Zscan4f","ZSCAN4"
"Defa42","DEFA4"
"Rplp2-ps1","RPLP2"
"Defa43","DEFA4"
"Krtap4-8","KRTAP4-11"
"Krtap4-9","KRTAP4-3"
"Trabd2b","TRABD2B"
"Frmpd1","FRMPD1"
"Gm14594","SYCP3"
"Armh2","ARMH2"
"Cyp4a31","CYP4A11"
"Vps13b","VPS13B"
"Pramel49","PRAMEF1"
"Pramel50","PRAMEF18"
"Tmsb15b1","TMSB15B"
"Dspp","DSPP"
"Zscan25","ZSCAN25"
"Prl2c1","PRL"
"Apol7e","APOL1"
"Atg4a","ATG4A"
"Tmem249","TMEM249"
"Zfp541","ZNF541"
"Zfp991","ZNF34"
"Gm8186","SNRPG"
"Samd1","SAMD1"
"Trim43c","TRIM43"
"Trim43b","TRIM43"
"Rbm24","RBM24"
"Eif1ad8","EIF1AY"
"Ms4a4a","MS4A4A"
"Bend4","BEND4"
"Pnp2","PNP"
"Unc93a2","UNC93A"
"Zbed6","ZBED6"
"C1rb","C1R"
"Ifit3b","IFIT3"
"Ifit1bl1","IFIT1"
"Spin2-ps2","SPIN2B"
"Igkv17-121","IGKV5-2"
"Trav3-1","TRAV5"
"Trav6-1","TRAV9-2"
"Trav8d-1","TRAV17"
"Trav6d-5","TRAV9-1"
"Gm270","C16orf74"
"Trav12d-3","TRAV18"
"Trav13d-2","TRAV22"
"Trav14-2","TRAV23DV6"
"Trav9d-4","TRAV8-3"
"Trav5d-4","TRAV13-1"
"Trav13d-3","TRAV22"
"Trav8d-2","TRAV17"
"Ncr3-ps","NCR3"
"Trav10n","TRAV13-1"
"Trav7n-5","TRAV12-1"
"Trav9n-2","TRAV8-3"
"Myo3a","MYO3A"
"Zfp600","ZNF616"
"Trav12n-3","TRAV18"
"Rpl31-ps8","RPL31"
"Gm8765","SPATA31E1"
"Piezo2","PIEZO2"
"Trav10","TRAV13-1"
"Myh15","MYH15"
"Trim5","TRIM5"
"Igkv8-18","IGKV4-1"
"Igkv3-10","IGKV3-15"
"Zfp966","ZNF341"
"Mageb6b2","MAGEB6B"
"Tas2r103","TAS2R14"
"Gm14434","ZNF442"
"Sirpb1b","SIRPB1"
"Syce1l","SYCE1L"
"Eif4a3l1","EIF4A3"
"Ccdc85c","CCDC85C"
"Zxdb","ZXDB"
"Pex10","PEX10"
"Efr3b","EFR3B"
"Bin2","BIN2"
"Fignl2","FIGNL2"
"Rps13-ps5","RPS13"
"Dgat2l6","DGAT2L6"
"Kif26a","KIF26A"
"Cc2d2b","CC2D2B"
"Tdpoz6","SPOP"
"Tdpoz9-ps1","SPOP"
"Tdpoz9","SPOP"
"Ighv5-12","IGHV3-11"
"4930544D05Rik","C17orf107"
"Ighv3-3","IGHV4-34"
"Gm9182","C18orf21"
"Ighv1-5","IGHV1-18"
"Zfp507","ZNF507"
"2610021A01Rik","ZNF195"
"Zfp936","ZNF101"
"2410002F23Rik","C19orf48"
"Mrgpra9","MRGPRX3"
"Mrgpra2a","MRGPRX3"
"Fbxw28","FBXW12"
"Stard9","STARD9"
"Vinac1","VINAC1P"
"Rad21l","RAD21L1"
"Myh7b","MYH7B"
"Ssxb6","SSX1"
"Gm11596","KRTAP4-9"
"Gm11569","KRTAP4-9"
"Gm11554","KRTAP4-9"
"Gm11564","KRTAP4-11"
"H60c","RAET1E"
"Gm9507","KRTAP10-7"
"Gm9508","KRTAP10-7"
"Topaz1","TOPAZ1"
"Gm9531","SET"
"Parp10","PARP10"
"Rnf212","RNF212"
"Trav7-1","TRAV12-1"
"Sms-ps","SMS"
"Trav9d-1","TRAV8-3"
"Gm10053","CYCS"
"Nkx1-1","NKX1-1"
"Gm13690","SUMO2"
"Rnf213","RNF213"
"Muc21","MUC21"
"Cd99","CD99"
"Ighv1-61","IGHV1-18"
"Trav8-1","TRAV17"
"Nek10","NEK10"
"Gm9639","KRTAP10-7"
"Zfp605","ZNF605"
"Faxdc2","FAXDC2"
"Cyp4f37","CYP4F8"
"Prr33","PRR33"
"Fcrl6","FCRL6"
"LOC677525","SP110"
"Igkv8-24","IGKV4-1"
"Pakap","PALM2AKAP2"
"Trappc3l","TRAPPC3L"
"Igkv9-129","IGKV1-13"
"Igkv2-137","IGKV2-30"
"Mir223","MIR223"
"Mir128-2","MIR128-2"
"Mir130b","MIR130B"
"Mir133b","MIR133B"
"Mir135b","MIR135B"
"Mir181c","MIR181C"
"Mir196b","MIR196B"
"Mir199a-2","MIR199A2"
"Mir218-1","MIR218-1"
"Mir219a-1","MIR219A1"
"Mir103-1","MIR103A1"
"Mir103-2","MIR103A2"
"Mir107","MIR107"
"Mir221","MIR221"
"Mir222","MIR222"
"Mir106a","MIR106A"
"Mir28a","MIR28"
"Mir298","MIR298"
"Mir301","MIR301A"
"Mir302c","MIR302C"
"Mir30e","MIR30E"
"Mir32","MIR32"
"Mir320","MIR320A"
"Mir323","MIR323A"
"Mir326","MIR326"
"Mir328","MIR328"
"Mir329","MIR329-1"
"Mir337","MIR337"
"Mir338","MIR338"
"Mir340","MIR340"
"Mir346","MIR346"
"Mir34a","MIR34A"
"Mir34b","MIR34B"
"Mir361","MIR361"
"Mir362","MIR362"
"Mir363","MIR363"
"Mir365-2","MIR365B"
"Mir370","MIR370"
"Mir376a","MIR376A1"
"Mir376c","MIR376C"
"Mir377","MIR377"
"Mir379","MIR379"
"Mir380","MIR380"
"Mir383","MIR383"
"Mir384","MIR384"
"Mir409","MIR409"
"Mir410","MIR410"
"Mir425","MIR425"
"Mir429","MIR429"
"Mir431","MIR431"
"Mir449a","MIR449A"
"Mir450-1","MIR450A1"
"Mir451a","MIR451A"
"Mir483","MIR483"
"Mir485","MIR485"
"Mir486","MIR486-1"
"Mir489","MIR489"
"Mir494","MIR494"
"Mir503","MIR503"
"Mir543","MIR543"
"Mir7b","MIR7-3"
"Mir93","MIR93"
"Mir96","MIR96"
"Mir378a","MIR378A"
"Mir181b-1","MIR181B1"
"Mir19a","MIR19A"
"Mir100","MIR100"
"Mir10a","MIR10A"
"Mir224","MIR224"
"Mir31","MIR31"
"Mir324","MIR324"
"Mir33","MIR33A"
"Mir339","MIR339"
"Mir365-1","MIR365A"
"Mir375","MIR375"
"Mir542","MIR542"
"Mir7-1","MIR7-1"
"Mir181b-2","MIR181B2"
"Mir219a-2","MIR219A2"
"Mir17","MIR17"
"Mir296","MIR296"
"Mir322","MIR424"
"Mir331","MIR331"
"Mir342","MIR342"
"Mir367","MIR367"
"Mir382","MIR382"
"Mir412","MIR412"
"Mir448","MIR448"
"Mir484","MIR484"
"Mir539","MIR539"
"Mir452","MIR452"
"Mir302a","MIR302A"
"Mir20b","MIR20B"
"Mir218-2","MIR218-2"
"Mir106b","MIR106B"
"Mir25","MIR25"
"Mir299a","MIR299"
"Mir302d","MIR302D"
"Mir325","MIR325"
"Mir335","MIR335"
"Mir34c","MIR34C"
"Mir369","MIR369"
"Mir376b","MIR376B"
"Mir381","MIR381"
"Mir411","MIR411"
"Mir433","MIR433"
"Mir450-2","MIR450A2"
"Mir487b","MIR487B"
"Mir541","MIR541"
"Mir92-2","MIR92A2"
"Mir200c","MIR200C"
"Mir345","MIR345"
"Mir98","MIR98"
"Mir302b","MIR302B"
"Mir16-2","MIR16-2"
"Mir124a-2","MIR124-2"
"Mir124a-3","MIR124-3"
"Mir125b-2","MIR125B2"
"Mir129-2","MIR129-2"
"Mir133a-2","MIR133A2"
"Mir135a-2","MIR135A2"
"Mir138-2","MIR138-2"
"Mir194-2","MIR194-2"
"Mir196a-2","MIR196A2"
"Mir1a-2","MIR1-2"
"Mir24-2","MIR24-2"
"Mir26a-2","MIR26A2"
"Mir29b-2","MIR29B2"
"Mir30c-2","MIR30C2"
"Mirlet7a-2","MIRLET7A2"
"Mirlet7c-2","MIRLET7A3"
"Mir9-2","MIR9-2"
"Mir9-3","MIR9-3"
"Mir500","MIR500A"
"Mir652","MIR652"
"Igkv20-101-2","IGKV1OR2-108"
"Mir101b","MIR101-2"
"Mir330","MIR330"
"Mir148b","MIR148B"
"Mir181a-1","MIR181A1"
"Mir488","MIR488"
"Mir670","MIR670"
"Mir455","MIR455"
"Mir671","MIR671"
"Mir592","MIR592"
"Mir499","MIR499A"
"Mir490","MIR490"
"Mir675","MIR675"
"Mir491","MIR491"
"Mir708","MIR708"
"Mir216b","MIR216B"
"Mir449c","MIR449C"
"Mir423","MIR423"
"Mir495","MIR495"
"Mir668","MIR668"
"Mir496a","MIR496"
"Mir19b-1","MIR19B1"
"Mir450b","MIR450B"
"Mir718","MIR718"
"Mir676","MIR676"
"Mir711","MIR711"
"Mir497","MIR497"
"Mir532","MIR532"
"Mir505","MIR505"
"Mir374b","MIR374B"
"Mir92-1","MIR92A1"
"Mir146b","MIR146B"
"Mir665","MIR665"
"Mir615","MIR615"
"Mir501","MIR501"
"Sap25","SAP25"
"Ighv5-2","IGHV8-51-1"
"Ighv5-4","IGHV8-51-1"
"Ighv5-6","IGHV8-51-1"
"Ighv5-15","IGHV8-51-1"
"Ighv5-17","IGHV3-11"
"Ighv7-1","IGHV3-15"
"Ighv7-2","IGHV3OR15-7"
"Ighv4-1","IGHV3OR16-13"
"Ighv3-1","IGHV4-34"
"Ighv11-1","IGHV3OR16-13"
"Ighv11-2","IGHV3OR16-13"
"Ighv9-3","IGHV7-4-1"
"Ighv3-6","IGHV4-28"
"Ighv3-8","IGHV4-34"
"Ighv1-3","IGHV1-18"
"Ighv1-6","IGHV1-18"
